category,word1,word2,word3,word4
: capital-país-1,Bangkok,Tailàndia,Roma,Itàlia
: capital-país-1,Bangkok,Tailàndia,Estocolm,Suècia
: capital-país-1,Bangkok,Tailàndia,Teheran,Iran
: capital-país-1,Bangkok,Tailàndia,Tòquio,Japó
: capital-país-1,Pequín,Xina,Atenes,Grècia
: capital-país-1,Pequín,Xina,Bagdad,Iraq
: capital-país-1,Pequín,Xina,Bangkok,Tailàndia
: capital-país-1,Pequín,Xina,Berlín,Alemanya
: capital-país-1,Pequín,Xina,Berna,Suïssa
: capital-país-1,Pequín,Xina,Caire,Egipte
: capital-país-1,Pequín,Xina,Canberra,Austràlia
: capital-país-1,Pequín,Xina,Hanoi,Vietnam
: capital-país-1,Pequín,Xina,Havana,Cuba
: capital-país-1,Pequín,Xina,Hèlsinki,Finlàndia
: capital-país-1,Pequín,Xina,Islamabad,Pakistan
: capital-país-1,Pequín,Xina,Kabul,Afganistan
: capital-país-1,Pequín,Xina,Londres,Anglaterra
: capital-país-1,Pequín,Xina,Madrid,Espanya
: capital-país-1,Pequín,Xina,Moscou,Rússia
: capital-país-1,Pequín,Xina,Oslo,Noruega
: capital-país-1,Pequín,Xina,Ottawa,Canadà
: capital-país-1,Pequín,Xina,París,França
: capital-país-1,Pequín,Xina,Roma,Itàlia
: capital-país-1,Pequín,Xina,Estocolm,Suècia
: capital-país-1,Pequín,Xina,Teheran,Iran
: capital-país-1,Pequín,Xina,Tòquio,Japó
: capital-país-1,Berlín,Alemanya,Atenes,Grècia
: capital-país-1,Berlín,Alemanya,Bagdad,Iraq
: capital-país-1,Berlín,Alemanya,Bangkok,Tailàndia
: capital-país-1,Berlín,Alemanya,Pequín,Xina
: capital-país-1,Berlín,Alemanya,Berna,Suïssa
: capital-país-1,Berlín,Alemanya,Caire,Egipte
: capital-país-1,Berlín,Alemanya,Canberra,Austràlia
: capital-país-1,Berlín,Alemanya,Hanoi,Vietnam
: capital-país-1,Berlín,Alemanya,Havana,Cuba
: capital-país-1,Berlín,Alemanya,Hèlsinki,Finlàndia
: capital-país-1,Berlín,Alemanya,Islamabad,Pakistan
: capital-país-1,Berlín,Alemanya,Kabul,Afganistan
: capital-país-1,Berlín,Alemanya,Londres,Anglaterra
: capital-país-1,Berlín,Alemanya,Madrid,Espanya
: capital-país-1,Berlín,Alemanya,Moscou,Rússia
: capital-país-1,Berlín,Alemanya,Oslo,Noruega
: capital-país-1,Berlín,Alemanya,Ottawa,Canadà
: capital-país-1,Berlín,Alemanya,París,França
: capital-país-1,Berlín,Alemanya,Roma,Itàlia
: capital-país-1,Berlín,Alemanya,Estocolm,Suècia
: capital-país-1,Berlín,Alemanya,Teheran,Iran
: capital-país-1,Berlín,Alemanya,Tòquio,Japó
: capital-país-1,Berna,Suïssa,Atenes,Grècia
: capital-país-1,Berna,Suïssa,Bagdad,Iraq
: capital-país-1,Berna,Suïssa,Bangkok,Tailàndia
: capital-país-1,Berna,Suïssa,Pequín,Xina
: capital-país-1,Berna,Suïssa,Berlín,Alemanya
: capital-país-1,Berna,Suïssa,Caire,Egipte
: capital-país-1,Berna,Suïssa,Canberra,Austràlia
: capital-país-1,Berna,Suïssa,Hanoi,Vietnam
: capital-país-1,Berna,Suïssa,Havana,Cuba
: capital-país-1,Berna,Suïssa,Hèlsinki,Finlàndia
: capital-país-1,Berna,Suïssa,Islamabad,Pakistan
: capital-país-1,Berna,Suïssa,Kabul,Afganistan
: capital-país-1,Berna,Suïssa,Londres,Anglaterra
: capital-país-1,Berna,Suïssa,Madrid,Espanya
: capital-país-1,Berna,Suïssa,Moscou,Rússia
: capital-país-1,Berna,Suïssa,Oslo,Noruega
: capital-país-1,Berna,Suïssa,Ottawa,Canadà
: capital-país-1,Berna,Suïssa,París,França
: capital-país-1,Berna,Suïssa,Roma,Itàlia
: capital-país-1,Berna,Suïssa,Estocolm,Suècia
: capital-país-1,Berna,Suïssa,Teheran,Iran
: capital-país-1,Berna,Suïssa,Tòquio,Japó
: capital-país-1,Caire,Egipte,Atenes,Grècia
: capital-país-1,Caire,Egipte,Bagdad,Iraq
: capital-país-1,Caire,Egipte,Bangkok,Tailàndia
: capital-país-1,Caire,Egipte,Pequín,Xina
: capital-país-1,Caire,Egipte,Berlín,Alemanya
: capital-país-1,Caire,Egipte,Berna,Suïssa
: capital-país-1,Caire,Egipte,Canberra,Austràlia
: capital-país-1,Caire,Egipte,Hanoi,Vietnam
: capital-país-1,Caire,Egipte,Havana,Cuba
: capital-país-1,Caire,Egipte,Hèlsinki,Finlàndia
: capital-país-1,Caire,Egipte,Islamabad,Pakistan
: capital-país-1,Caire,Egipte,Kabul,Afganistan
: capital-país-1,Caire,Egipte,Londres,Anglaterra
: capital-país-1,Caire,Egipte,Madrid,Espanya
: capital-país-1,Caire,Egipte,Moscou,Rússia
: capital-país-1,Caire,Egipte,Oslo,Noruega
: capital-país-1,Caire,Egipte,Ottawa,Canadà
: capital-país-1,Caire,Egipte,París,França
: capital-país-1,Caire,Egipte,Roma,Itàlia
: capital-país-1,Caire,Egipte,Estocolm,Suècia
: capital-país-1,Caire,Egipte,Teheran,Iran
: capital-país-1,Caire,Egipte,Tòquio,Japó
: capital-país-1,Canberra,Austràlia,Atenes,Grècia
: capital-país-1,Canberra,Austràlia,Bagdad,Iraq
: capital-país-1,Canberra,Austràlia,Bangkok,Tailàndia
: capital-país-1,Canberra,Austràlia,Pequín,Xina
: capital-país-1,Canberra,Austràlia,Berlín,Alemanya
: capital-país-1,Canberra,Austràlia,Berna,Suïssa
: capital-país-1,Canberra,Austràlia,Caire,Egipte
: capital-país-1,Canberra,Austràlia,Hanoi,Vietnam
: capital-país-1,Canberra,Austràlia,Havana,Cuba
: capital-país-1,Canberra,Austràlia,Hèlsinki,Finlàndia
: capital-país-1,Canberra,Austràlia,Islamabad,Pakistan
: capital-país-1,Canberra,Austràlia,Kabul,Afganistan
: capital-país-1,Canberra,Austràlia,Londres,Anglaterra
: capital-país-1,Canberra,Austràlia,Madrid,Espanya
: capital-país-1,Canberra,Austràlia,Moscou,Rússia
: capital-país-1,Canberra,Austràlia,Oslo,Noruega
: capital-país-1,Canberra,Austràlia,Ottawa,Canadà
: capital-país-1,Canberra,Austràlia,París,França
: capital-país-1,Canberra,Austràlia,Roma,Itàlia
: capital-país-1,Canberra,Austràlia,Estocolm,Suècia
: capital-país-1,Canberra,Austràlia,Teheran,Iran
: capital-país-1,Canberra,Austràlia,Tòquio,Japó
: capital-país-1,Hanoi,Vietnam,Atenes,Grècia
: capital-país-1,Hanoi,Vietnam,Bagdad,Iraq
: capital-país-1,Hanoi,Vietnam,Bangkok,Tailàndia
: capital-país-1,Hanoi,Vietnam,Pequín,Xina
: capital-país-1,Hanoi,Vietnam,Berlín,Alemanya
: capital-país-1,Hanoi,Vietnam,Berna,Suïssa
: capital-país-1,Hanoi,Vietnam,Caire,Egipte
: capital-país-1,Hanoi,Vietnam,Canberra,Austràlia
: capital-país-1,Hanoi,Vietnam,Havana,Cuba
: capital-país-1,Hanoi,Vietnam,Hèlsinki,Finlàndia
: capital-país-1,Hanoi,Vietnam,Islamabad,Pakistan
: capital-país-1,Hanoi,Vietnam,Kabul,Afganistan
: capital-país-1,Hanoi,Vietnam,Londres,Anglaterra
: capital-país-1,Hanoi,Vietnam,Madrid,Espanya
: capital-país-1,Hanoi,Vietnam,Moscou,Rússia
: capital-país-1,Hanoi,Vietnam,Oslo,Noruega
: capital-país-1,Hanoi,Vietnam,Ottawa,Canadà
: capital-país-1,Hanoi,Vietnam,París,França
: capital-país-1,Hanoi,Vietnam,Roma,Itàlia
: capital-país-1,Hanoi,Vietnam,Estocolm,Suècia
: capital-país-1,Hanoi,Vietnam,Teheran,Iran
: capital-país-1,Hanoi,Vietnam,Tòquio,Japó
: capital-país-1,Havana,Cuba,Atenes,Grècia
: capital-país-1,Havana,Cuba,Bagdad,Iraq
: capital-país-1,Havana,Cuba,Bangkok,Tailàndia
: capital-país-1,Havana,Cuba,Pequín,Xina
: capital-país-1,Havana,Cuba,Berlín,Alemanya
: capital-país-1,Havana,Cuba,Berna,Suïssa
: capital-país-1,Havana,Cuba,Caire,Egipte
: capital-país-1,Havana,Cuba,Canberra,Austràlia
: capital-país-1,Havana,Cuba,Hanoi,Vietnam
: capital-país-1,Havana,Cuba,Hèlsinki,Finlàndia
: capital-país-1,Havana,Cuba,Islamabad,Pakistan
: capital-país-1,Havana,Cuba,Kabul,Afganistan
: capital-país-1,Havana,Cuba,Londres,Anglaterra
: capital-país-1,Havana,Cuba,Madrid,Espanya
: capital-país-1,Havana,Cuba,Moscou,Rússia
: capital-país-1,Havana,Cuba,Oslo,Noruega
: capital-país-1,Havana,Cuba,Ottawa,Canadà
: capital-país-1,Havana,Cuba,París,França
: capital-país-1,Havana,Cuba,Roma,Itàlia
: capital-país-1,Havana,Cuba,Estocolm,Suècia
: capital-país-1,Havana,Cuba,Teheran,Iran
: capital-país-1,Havana,Cuba,Tòquio,Japó
: capital-país-1,Hèlsinki,Finlàndia,Atenes,Grècia
: capital-país-1,Hèlsinki,Finlàndia,Bagdad,Iraq
: capital-país-1,Hèlsinki,Finlàndia,Bangkok,Tailàndia
: capital-país-1,Hèlsinki,Finlàndia,Pequín,Xina
: capital-país-1,Hèlsinki,Finlàndia,Berlín,Alemanya
: capital-país-1,Hèlsinki,Finlàndia,Berna,Suïssa
: capital-país-1,Hèlsinki,Finlàndia,Caire,Egipte
: capital-país-1,Hèlsinki,Finlàndia,Canberra,Austràlia
: capital-país-1,Hèlsinki,Finlàndia,Hanoi,Vietnam
: capital-país-1,Hèlsinki,Finlàndia,Havana,Cuba
: capital-país-1,Hèlsinki,Finlàndia,Islamabad,Pakistan
: capital-país-1,Hèlsinki,Finlàndia,Kabul,Afganistan
: capital-país-1,Hèlsinki,Finlàndia,Londres,Anglaterra
: capital-país-1,Hèlsinki,Finlàndia,Madrid,Espanya
: capital-país-1,Hèlsinki,Finlàndia,Moscou,Rússia
: capital-país-1,Hèlsinki,Finlàndia,Oslo,Noruega
: capital-país-1,Hèlsinki,Finlàndia,Ottawa,Canadà
: capital-país-1,Hèlsinki,Finlàndia,París,França
: capital-país-1,Hèlsinki,Finlàndia,Roma,Itàlia
: capital-país-1,Hèlsinki,Finlàndia,Estocolm,Suècia
: capital-país-1,Hèlsinki,Finlàndia,Teheran,Iran
: capital-país-1,Hèlsinki,Finlàndia,Tòquio,Japó
: capital-país-1,Islamabad,Pakistan,Atenes,Grècia
: capital-país-1,Islamabad,Pakistan,Bagdad,Iraq
: capital-país-1,Islamabad,Pakistan,Bangkok,Tailàndia
: capital-país-1,Islamabad,Pakistan,Pequín,Xina
: capital-país-1,Islamabad,Pakistan,Berlín,Alemanya
: capital-país-1,Islamabad,Pakistan,Berna,Suïssa
: capital-país-1,Islamabad,Pakistan,Caire,Egipte
: capital-país-1,Islamabad,Pakistan,Canberra,Austràlia
: capital-país-1,Islamabad,Pakistan,Hanoi,Vietnam
: capital-país-1,Islamabad,Pakistan,Havana,Cuba
: capital-país-1,Islamabad,Pakistan,Hèlsinki,Finlàndia
: capital-país-1,Islamabad,Pakistan,Kabul,Afganistan
: capital-país-1,Islamabad,Pakistan,Londres,Anglaterra
: capital-país-1,Islamabad,Pakistan,Madrid,Espanya
: capital-país-1,Islamabad,Pakistan,Moscou,Rússia
: capital-país-1,Islamabad,Pakistan,Oslo,Noruega
: capital-país-1,Islamabad,Pakistan,Ottawa,Canadà
: capital-país-1,Islamabad,Pakistan,París,França
: capital-país-1,Islamabad,Pakistan,Roma,Itàlia
: capital-país-1,Islamabad,Pakistan,Estocolm,Suècia
: capital-país-1,Islamabad,Pakistan,Teheran,Iran
: capital-país-1,Islamabad,Pakistan,Tòquio,Japó
: capital-país-1,Kabul,Afganistan,Atenes,Grècia
: capital-país-1,Kabul,Afganistan,Bagdad,Iraq
: capital-país-1,Kabul,Afganistan,Bangkok,Tailàndia
: capital-país-1,Kabul,Afganistan,Pequín,Xina
: capital-país-1,Kabul,Afganistan,Berlín,Alemanya
: capital-país-1,Kabul,Afganistan,Berna,Suïssa
: capital-país-1,Kabul,Afganistan,Caire,Egipte
: capital-país-1,Kabul,Afganistan,Canberra,Austràlia
: capital-país-1,Kabul,Afganistan,Hanoi,Vietnam
: capital-país-1,Kabul,Afganistan,Havana,Cuba
: capital-país-1,Kabul,Afganistan,Hèlsinki,Finlàndia
: capital-país-1,Kabul,Afganistan,Islamabad,Pakistan
: capital-país-1,Kabul,Afganistan,Londres,Anglaterra
: capital-país-1,Kabul,Afganistan,Madrid,Espanya
: capital-país-1,Kabul,Afganistan,Moscou,Rússia
: capital-país-1,Kabul,Afganistan,Oslo,Noruega
: capital-país-1,Kabul,Afganistan,Ottawa,Canadà
: capital-país-1,Kabul,Afganistan,París,França
: capital-país-1,Kabul,Afganistan,Roma,Itàlia
: capital-país-1,Kabul,Afganistan,Estocolm,Suècia
: capital-país-1,Kabul,Afganistan,Teheran,Iran
: capital-país-1,Kabul,Afganistan,Tòquio,Japó
: capital-país-1,Londres,Anglaterra,Atenes,Grècia
: capital-país-1,Londres,Anglaterra,Bagdad,Iraq
: capital-país-1,Londres,Anglaterra,Bangkok,Tailàndia
: capital-país-1,Londres,Anglaterra,Pequín,Xina
: capital-país-1,Londres,Anglaterra,Berlín,Alemanya
: capital-país-1,Londres,Anglaterra,Berna,Suïssa
: capital-país-1,Londres,Anglaterra,Caire,Egipte
: capital-país-1,Londres,Anglaterra,Canberra,Austràlia
: capital-país-1,Londres,Anglaterra,Hanoi,Vietnam
: capital-país-1,Londres,Anglaterra,Havana,Cuba
: capital-país-1,Londres,Anglaterra,Hèlsinki,Finlàndia
: capital-país-1,Londres,Anglaterra,Islamabad,Pakistan
: capital-país-1,Londres,Anglaterra,Kabul,Afganistan
: capital-país-1,Londres,Anglaterra,Madrid,Espanya
: capital-país-1,Londres,Anglaterra,Moscou,Rússia
: capital-país-1,Londres,Anglaterra,Oslo,Noruega
: capital-país-1,Londres,Anglaterra,Ottawa,Canadà
: capital-país-1,Londres,Anglaterra,París,França
: capital-país-1,Londres,Anglaterra,Roma,Itàlia
: capital-país-1,Londres,Anglaterra,Estocolm,Suècia
: capital-país-1,Londres,Anglaterra,Teheran,Iran
: capital-país-1,Londres,Anglaterra,Tòquio,Japó
: capital-país-1,Madrid,Espanya,Atenes,Grècia
: capital-país-1,Madrid,Espanya,Bagdad,Iraq
: capital-país-1,Madrid,Espanya,Bangkok,Tailàndia
: capital-país-1,Madrid,Espanya,Pequín,Xina
: capital-país-1,Madrid,Espanya,Berlín,Alemanya
: capital-país-1,Madrid,Espanya,Berna,Suïssa
: capital-país-1,Madrid,Espanya,Caire,Egipte
: capital-país-1,Madrid,Espanya,Canberra,Austràlia
: capital-país-1,Madrid,Espanya,Hanoi,Vietnam
: capital-país-1,Madrid,Espanya,Havana,Cuba
: capital-país-1,Madrid,Espanya,Hèlsinki,Finlàndia
: capital-país-1,Madrid,Espanya,Islamabad,Pakistan
: capital-país-1,Madrid,Espanya,Kabul,Afganistan
: capital-país-1,Madrid,Espanya,Londres,Anglaterra
: capital-país-1,Madrid,Espanya,Moscou,Rússia
: capital-país-1,Madrid,Espanya,Oslo,Noruega
: capital-país-1,Madrid,Espanya,Ottawa,Canadà
: capital-país-1,Madrid,Espanya,París,França
: capital-país-1,Madrid,Espanya,Roma,Itàlia
: capital-país-1,Madrid,Espanya,Estocolm,Suècia
: capital-país-1,Madrid,Espanya,Teheran,Iran
: capital-país-1,Madrid,Espanya,Tòquio,Japó
: capital-país-1,Moscou,Rússia,Atenes,Grècia
: capital-país-1,Moscou,Rússia,Bagdad,Iraq
: capital-país-1,Moscou,Rússia,Bangkok,Tailàndia
: capital-país-1,Moscou,Rússia,Pequín,Xina
: capital-país-1,Moscou,Rússia,Berlín,Alemanya
: capital-país-1,Moscou,Rússia,Berna,Suïssa
: capital-país-1,Moscou,Rússia,Caire,Egipte
: capital-país-1,Moscou,Rússia,Canberra,Austràlia
: capital-país-1,Moscou,Rússia,Hanoi,Vietnam
: capital-país-1,Moscou,Rússia,Havana,Cuba
: capital-país-1,Moscou,Rússia,Hèlsinki,Finlàndia
: capital-país-1,Moscou,Rússia,Islamabad,Pakistan
: capital-país-1,Moscou,Rússia,Kabul,Afganistan
: capital-país-1,Moscou,Rússia,Londres,Anglaterra
: capital-país-1,Moscou,Rússia,Madrid,Espanya
: capital-país-1,Moscou,Rússia,Oslo,Noruega
: capital-país-1,Moscou,Rússia,Ottawa,Canadà
: capital-país-1,Moscou,Rússia,París,França
: capital-país-1,Moscou,Rússia,Roma,Itàlia
: capital-país-1,Moscou,Rússia,Estocolm,Suècia
: capital-país-1,Moscou,Rússia,Teheran,Iran
: capital-país-1,Moscou,Rússia,Tòquio,Japó
: capital-país-1,Oslo,Noruega,Atenes,Grècia
: capital-país-1,Oslo,Noruega,Bagdad,Iraq
: capital-país-1,Oslo,Noruega,Bangkok,Tailàndia
: capital-país-1,Oslo,Noruega,Pequín,Xina
: capital-país-1,Oslo,Noruega,Berlín,Alemanya
: capital-país-1,Oslo,Noruega,Berna,Suïssa
: capital-país-1,Oslo,Noruega,Caire,Egipte
: capital-país-1,Oslo,Noruega,Canberra,Austràlia
: capital-país-1,Oslo,Noruega,Hanoi,Vietnam
: capital-país-1,Oslo,Noruega,Havana,Cuba
: capital-país-1,Oslo,Noruega,Hèlsinki,Finlàndia
: capital-país-1,Oslo,Noruega,Islamabad,Pakistan
: capital-país-1,Oslo,Noruega,Kabul,Afganistan
: capital-país-1,Oslo,Noruega,Londres,Anglaterra
: capital-país-1,Oslo,Noruega,Madrid,Espanya
: capital-país-1,Oslo,Noruega,Moscou,Rússia
: capital-país-1,Oslo,Noruega,Ottawa,Canadà
: capital-país-1,Oslo,Noruega,París,França
: capital-país-1,Oslo,Noruega,Roma,Itàlia
: capital-país-1,Oslo,Noruega,Estocolm,Suècia
: capital-país-1,Oslo,Noruega,Teheran,Iran
: capital-país-1,Oslo,Noruega,Tòquio,Japó
: capital-país-1,Ottawa,Canadà,Atenes,Grècia
: capital-país-1,Ottawa,Canadà,Bagdad,Iraq
: capital-país-1,Ottawa,Canadà,Bangkok,Tailàndia
: capital-país-1,Ottawa,Canadà,Pequín,Xina
: capital-país-1,Ottawa,Canadà,Berlín,Alemanya
: capital-país-1,Ottawa,Canadà,Berna,Suïssa
: capital-país-1,Ottawa,Canadà,Caire,Egipte
: capital-país-1,Ottawa,Canadà,Canberra,Austràlia
: capital-país-1,Ottawa,Canadà,Hanoi,Vietnam
: capital-país-1,Ottawa,Canadà,Havana,Cuba
: capital-país-1,Ottawa,Canadà,Hèlsinki,Finlàndia
: capital-país-1,Ottawa,Canadà,Islamabad,Pakistan
: capital-país-1,Ottawa,Canadà,Kabul,Afganistan
: capital-país-1,Ottawa,Canadà,Londres,Anglaterra
: capital-país-1,Ottawa,Canadà,Madrid,Espanya
: capital-país-1,Ottawa,Canadà,Moscou,Rússia
: capital-país-1,Ottawa,Canadà,Oslo,Noruega
: capital-país-1,Ottawa,Canadà,París,França
: capital-país-1,Ottawa,Canadà,Roma,Itàlia
: capital-país-1,Ottawa,Canadà,Estocolm,Suècia
: capital-país-1,Ottawa,Canadà,Teheran,Iran
: capital-país-1,Ottawa,Canadà,Tòquio,Japó
: capital-país-1,París,França,Atenes,Grècia
: capital-país-1,París,França,Bagdad,Iraq
: capital-país-1,París,França,Bangkok,Tailàndia
: capital-país-1,París,França,Pequín,Xina
: capital-país-1,París,França,Berlín,Alemanya
: capital-país-1,París,França,Berna,Suïssa
: capital-país-1,París,França,Caire,Egipte
: capital-país-1,París,França,Canberra,Austràlia
: capital-país-1,París,França,Hanoi,Vietnam
: capital-país-1,París,França,Havana,Cuba
: capital-país-1,París,França,Hèlsinki,Finlàndia
: capital-país-1,París,França,Islamabad,Pakistan
: capital-país-1,París,França,Kabul,Afganistan
: capital-país-1,París,França,Londres,Anglaterra
: capital-país-1,París,França,Madrid,Espanya
: capital-país-1,París,França,Moscou,Rússia
: capital-país-1,París,França,Oslo,Noruega
: capital-país-1,París,França,Ottawa,Canadà
: capital-país-1,París,França,Roma,Itàlia
: capital-país-1,París,França,Estocolm,Suècia
: capital-país-1,París,França,Teheran,Iran
: capital-país-1,París,França,Tòquio,Japó
: capital-país-1,Roma,Itàlia,Atenes,Grècia
: capital-país-1,Roma,Itàlia,Bagdad,Iraq
: capital-país-1,Roma,Itàlia,Bangkok,Tailàndia
: capital-país-1,Roma,Itàlia,Pequín,Xina
: capital-país-1,Roma,Itàlia,Berlín,Alemanya
: capital-país-1,Roma,Itàlia,Berna,Suïssa
: capital-país-1,Roma,Itàlia,Caire,Egipte
: capital-país-1,Roma,Itàlia,Canberra,Austràlia
: capital-país-1,Roma,Itàlia,Hanoi,Vietnam
: capital-país-1,Roma,Itàlia,Havana,Cuba
: capital-país-1,Roma,Itàlia,Hèlsinki,Finlàndia
: capital-país-1,Roma,Itàlia,Islamabad,Pakistan
: capital-país-1,Roma,Itàlia,Kabul,Afganistan
: capital-país-1,Roma,Itàlia,Londres,Anglaterra
: capital-país-1,Roma,Itàlia,Madrid,Espanya
: capital-país-1,Roma,Itàlia,Moscou,Rússia
: capital-país-1,Roma,Itàlia,Oslo,Noruega
: capital-país-1,Roma,Itàlia,Ottawa,Canadà
: capital-país-1,Roma,Itàlia,París,França
: capital-país-1,Roma,Itàlia,Estocolm,Suècia
: capital-país-1,Roma,Itàlia,Teheran,Iran
: capital-país-1,Roma,Itàlia,Tòquio,Japó
: capital-país-1,Estocolm,Suècia,Atenes,Grècia
: capital-país-1,Estocolm,Suècia,Bagdad,Iraq
: capital-país-1,Estocolm,Suècia,Bangkok,Tailàndia
: capital-país-1,Estocolm,Suècia,Pequín,Xina
: capital-país-1,Estocolm,Suècia,Berlín,Alemanya
: capital-país-1,Estocolm,Suècia,Berna,Suïssa
: capital-país-1,Estocolm,Suècia,Caire,Egipte
: capital-país-1,Estocolm,Suècia,Canberra,Austràlia
: capital-país-1,Estocolm,Suècia,Hanoi,Vietnam
: capital-país-1,Estocolm,Suècia,Havana,Cuba
: capital-país-1,Estocolm,Suècia,Hèlsinki,Finlàndia
: capital-país-1,Estocolm,Suècia,Islamabad,Pakistan
: capital-país-1,Estocolm,Suècia,Kabul,Afganistan
: capital-país-1,Estocolm,Suècia,Londres,Anglaterra
: capital-país-1,Estocolm,Suècia,Madrid,Espanya
: capital-país-1,Estocolm,Suècia,Moscou,Rússia
: capital-país-1,Estocolm,Suècia,Oslo,Noruega
: capital-país-1,Estocolm,Suècia,Ottawa,Canadà
: capital-país-1,Estocolm,Suècia,París,França
: capital-país-1,Estocolm,Suècia,Roma,Itàlia
: capital-país-1,Estocolm,Suècia,Teheran,Iran
: capital-país-1,Estocolm,Suècia,Tòquio,Japó
: capital-país-1,Teheran,Iran,Atenes,Grècia
: capital-país-1,Teheran,Iran,Bagdad,Iraq
: capital-país-1,Teheran,Iran,Bangkok,Tailàndia
: capital-país-1,Teheran,Iran,Pequín,Xina
: capital-país-1,Teheran,Iran,Berlín,Alemanya
: capital-país-1,Teheran,Iran,Berna,Suïssa
: capital-país-1,Teheran,Iran,Caire,Egipte
: capital-país-1,Teheran,Iran,Canberra,Austràlia
: capital-país-1,Teheran,Iran,Hanoi,Vietnam
: capital-país-1,Teheran,Iran,Havana,Cuba
: capital-país-1,Teheran,Iran,Hèlsinki,Finlàndia
: capital-país-1,Teheran,Iran,Islamabad,Pakistan
: capital-país-1,Teheran,Iran,Kabul,Afganistan
: capital-país-1,Teheran,Iran,Londres,Anglaterra
: capital-país-1,Teheran,Iran,Madrid,Espanya
: capital-país-1,Teheran,Iran,Moscou,Rússia
: capital-país-1,Teheran,Iran,Oslo,Noruega
: capital-país-1,Teheran,Iran,Ottawa,Canadà
: capital-país-1,Teheran,Iran,París,França
: capital-país-1,Teheran,Iran,Roma,Itàlia
: capital-país-1,Teheran,Iran,Estocolm,Suècia
: capital-país-1,Teheran,Iran,Tòquio,Japó
: capital-país-1,Tòquio,Japó,Atenes,Grècia
